OBS,County,Current.Price,Address,Zip,Median.Home.Price,Median.Household.Income,Beds,Full.Baths,Half.Baths,Heated.Area,Year.Built,Pool,Property.Style,Pool.Type,Property.Style.Type
477,Orange,1800,1412 NEBRASKA ST,32803,236700,61891,2,1,0,1257,1951,None,Single Family Residence,0,1
478,Orange,1800,1306 UTAH BLVD,32803,236700,61891,3,2,0,1402,1949,None,Single Family Residence,0,1
479,Orange,1800,3353 PELHAM RD,32803,236700,61891,3,2,0,1327,1943,None,Single Family Residence,0,1
480,Orange,1850,1306 UTAH BLVD,32803,236700,61891,3,2,0,1402,1949,None,Single Family Residence,0,1
481,Orange,1875,386 N GLENWOOD AVE,32803,236700,61891,2,2,1,1517,2004,None,Townhouse,0,0
482,Orange,1895,740 GARDEN PLZ,32803,236700,61891,3,3,0,1470,1940,None,Single Family Residence,0,1
483,Orange,2000,2009 E WASHINGTON ST,32803,236700,61891,2,2,0,1631,1939,None,Single Family Residence,0,1
484,Orange,2000,1903 GARVIN ST,32803,236700,61891,3,2,1,1580,2010,None,Townhouse,0,0
485,Orange,2100,23 N HILLSIDE AVE Unit#2,32803,236700,61891,3,2,1,1368,2006,None,Townhouse,0,0
486,Orange,2190,602 E AMELIA ST,32803,236700,61891,4,2,0,1766,1920,None,Single Family Residence,0,1
487,Orange,2200,750 ROYAL PALM CT,32803,236700,61891,3,2,0,1422,1940,None,Single Family Residence,0,1
488,Orange,2200,633 E HARWOOD ST,32803,236700,61891,3,2,0,1330,1930,None,Single Family Residence,0,1
489,Orange,2200,1820 WEBER ST,32803,236700,61891,3,2,0,1825,1953,"Private, Community",Single Family Residence,1,1
490,Orange,2200,1901 GARVIN ST,32803,236700,61891,3,2,1,1658,2010,None,Townhouse,0,0
491,Orange,2295,416 DAVIS DR,32803,236700,61891,3,2,0,1441,1950,None,Single Family Residence,0,1
492,Orange,2300,1414 E HARWOOD ST,32803,236700,61891,2,2,0,1348,1926,None,Single Family Residence,0,1
493,Orange,2400,915 WEBER ST,32803,236700,61891,4,3,0,1766,1951,None,Single Family Residence,0,1
494,Orange,2450,111 ROSEARDEN DR,32803,236700,61891,2,2,0,1316,1953,None,Single Family Residence,0,1
495,Orange,3500,858 N THORNTON AVE,32803,236700,61891,3,3,1,1831,2018,None,Single Family Residence,0,1
496,Orange,1250,5 E KING ST,32804,278000,70609,3,1,0,1242,1955,None,Single Family Residence,0,1
497,Orange,1365,1808 COURTLAND ST,32804,278000,70609,3,2,0,1232,1981,None,Single Family Residence,0,1
498,Orange,1550,1223 POINSETTIA AVE,32804,278000,70609,2,2,0,1200,1978,None,Single Family Residence,0,1
499,Orange,1560,633 CLAYTON ST,32804,278000,70609,3,2,0,1344,1949,None,Single Family Residence,0,1
500,Orange,1600,3104 N HARRISON AVE Unit#C16,32804,278000,70609,2,1,1,1200,1968,Community,Townhouse,1,0
501,Orange,1650,915 BOARDMAN ST,32804,278000,70609,3,2,0,1529,1950,None,Single Family Residence,0,1
502,Orange,1650,2105 HARRISON AVE,32804,278000,70609,3,2,0,1369,1950,None,Single Family Residence,0,1
503,Orange,1695,723 ELLWOOD AVE,32804,278000,70609,2,2,0,1687,1945,None,Single Family Residence,0,1
504,Orange,1775,2509 ELIZABETH AVE,32804,278000,70609,3,1,1,1358,1949,None,Single Family Residence,0,1
505,Orange,1800,3 E HARVARD ST,32804,278000,70609,2,2,0,1278,1950,None,Single Family Residence,0,1
506,Orange,1900,40 E HARVARD ST,32804,278000,70609,2,2,0,1422,1926,None,Single Family Residence,0,1
507,Orange,1900,2042 N COUNTRYSIDE CIR,32804,278000,70609,2,2,0,1410,1973,Community,Townhouse,1,0
508,Orange,1900,3016 GREENS AVE Unit#4,32804,278000,70609,2,2,1,1366,1985,None,Townhouse,0,0
509,Orange,1900,1618 TULANE ST,32804,278000,70609,3,2,0,1380,1951,None,Single Family Residence,0,1
510,Orange,1900,2217 OBERLIN AVE,32804,278000,70609,3,2,1,1472,1998,None,Single Family Residence,0,1
511,Orange,1900,4177 N ORANGE TRL Unit#309,32804,278000,70609,3,2,0,1996,2009,None,Single Family Residence,0,1
512,Orange,2000,1334 W NEW HAMPSHIRE ST,32804,278000,70609,2,2,0,1645,1970,None,Single Family Residence,0,1
513,Orange,2000,1811 UNIVERSITY DR,32804,278000,70609,3,2,0,1315,1945,None,Single Family Residence,0,1
514,Orange,2100,2218 MUSSELWHITE AVE,32804,278000,70609,3,2,1,1634,2008,None,Townhouse,0,0
515,Orange,2300,1135 STETSON ST,32804,278000,70609,3,2,0,1356,1940,None,Single Family Residence,0,1
516,Orange,1300,416 SUN CT,32805,100300,25361,4,2,0,1508,1960,None,Single Family Residence,0,1
517,Orange,1500,3910 W JEFFERSON ST,32805,100300,25361,4,2,0,1575,1935,None,Single Family Residence,0,1
518,Orange,1550,1221 37TH ST,32805,100300,25361,3,2,0,1234,2019,None,Single Family Residence,0,1
519,Orange,2200,1760 BONITA AVE,32805,100300,25361,3,2,0,1900,1964,Private,Single Family Residence,1,1
520,Orange,1300,2612 PEEL AVE,32806,222300,56606,3,2,0,1360,1983,None,Single Family Residence,0,1
521,Orange,1525,1212 OAKLEY ST,32806,222300,56606,2,2,0,1348,1954,None,Single Family Residence,0,1
522,Orange,1575,302 FERNWOOD ST,32806,222300,56606,2,1,0,1224,1925,None,Single Family Residence,0,1
523,Orange,1650,2204 HAND BLVD,32806,222300,56606,2,2,0,1335,1967,None,Single Family Residence,0,1
524,Orange,1650,1604 CURRY FORD RD,32806,222300,56606,3,2,0,1352,1950,None,Single Family Residence,0,1
525,Orange,1675,1324 CANBERRA AVE,32806,222300,56606,3,2,0,1340,1957,None,Single Family Residence,0,1
526,Orange,1699,4521 CONWAY GARDENS RD,32806,222300,56606,4,2,0,1691,1971,None,Single Family Residence,0,1
527,Orange,1800,515 AVALON BLVD,32806,222300,56606,3,2,0,1668,1957,None,Single Family Residence,0,1
528,Orange,1800,501 AVALON BLVD,32806,222300,56606,3,1,0,1482,1950,None,Single Family Residence,0,1
529,Orange,1825,3017 VINE ST,32806,222300,56606,3,2,0,1412,1957,None,Single Family Residence,0,1
530,Orange,1950,4715 S FERN CREEK AVE,32806,222300,56606,3,2,0,1281,1948,None,Single Family Residence,0,1
531,Orange,1950,151 E CRYSTAL LAKE ST,32806,222300,56606,3,2,0,1566,1969,None,Single Family Residence,0,1
532,Orange,2100,1808 DELANEY AVE,32806,222300,56606,4,3,0,1954,1946,None,Single Family Residence,0,1
533,Orange,2200,1800 BIMINI DR,32806,222300,56606,3,2,0,1967,1958,None,Single Family Residence,0,1
534,Orange,2200,1800 BIMINI DR,32806,222300,56606,3,2,0,1967,1958,None,Single Family Residence,0,1
535,Orange,2200,411 JENNIE JEWEL DR,32806,222300,56606,4,2,0,1684,1961,None,Single Family Residence,0,1
536,Orange,2300,1407 SILVERSTONE AVE,32806,222300,56606,3,2,0,1693,1957,Private,Single Family Residence,1,1
537,Orange,2300,1213 DELANEY AVE,32806,222300,56606,3,2,0,1384,1915,None,Single Family Residence,0,1
538,Orange,2400,2402 GEM MARY CT,32806,222300,56606,3,2,0,1757,1960,Private,Single Family Residence,1,1
539,Orange,2500,520 BAKER ST,32806,222300,56606,3,2,0,1407,1951,Private,Single Family Residence,1,1
540,Orange,2595,101 W GRANT ST,32806,222300,56606,3,3,1,1916,2017,None,Townhouse,0,0
541,Orange,2800,407 E CRYSTAL LAKE ST,32806,222300,56606,3,2,0,1370,1957,Private,Single Family Residence,1,1
542,Orange,2800,407 E CRYSTAL LAKE ST,32806,222300,56606,3,2,,1370,1957,Private,Single Family Residence,1,1
543,Orange,3000,2601 BETHAWAY AVE,32806,222300,56606,4,2,0,1372,1955,None,Single Family Residence,0,1
544,Orange,3100,2601 BETHAWAY AVE,32806,222300,56606,4,2,0,1372,1955,None,Single Family Residence,0,1
545,Orange,3100,2601 BETHAWAY AVE,32806,222300,56606,4,2,0,1372,1955,None,Single Family Residence,0,1
546,Orange,1167,2207 MARCIA DR,32807,119500,40567,3,2,0,1553,1958,None,Single Family Residence,0,1
547,Orange,1250,6270 YORKTOWN DR Unit#181,32807,119500,40567,2,2,1,1227,1985,Community,Townhouse,1,0
548,Orange,1250,6294 ARLINGTON CT,32807,119500,40567,3,2,1,1307,1989,Community,Townhouse,1,0
549,Orange,1395,5275 SAN PAULO ST Unit#5,32807,119500,40567,3,2,0,1365,1967,None,Single Family Residence,0,1
550,Orange,1400,314 SEVILLE POINTE AVE,32807,119500,40567,3,2,0,1241,2001,None,Single Family Residence,0,1
551,Orange,1400,8019 TOMPKINS SQ,32807,119500,40567,4,2,0,1480,1970,None,Single Family Residence,0,1
552,Orange,1425,701 THALIA DR,32807,119500,40567,3,2,0,1701,1957,None,Single Family Residence,0,1
553,Orange,1450,160 S OXALIS DR,32807,119500,40567,3,2,0,1359,1952,None,Single Family Residence,0,1
554,Orange,1450,1186 SORIA AVE,32807,119500,40567,3,2,0,1324,1984,Community,Single Family Residence,1,1
555,Orange,1650,3221 CROWN JEWEL CT,32807,119500,40567,3,2,1,1442,2019,None,Townhouse,0,0
556,Orange,1675,326 SEVILLE POINTE AVE,32807,119500,40567,3,2,0,1355,2001,None,Single Family Residence,0,1
557,Orange,1750,7432 AZALEA COVE CIR,32807,119500,40567,3,2,0,1544,2012,None,Single Family Residence,0,1
558,Orange,1775,4744 FONTANA ST,32807,119500,40567,3,2,0,1324,1965,None,Single Family Residence,0,1
559,Orange,1800,5260 LIMA PL,32807,119500,40567,3,2,0,1691,1969,None,Single Family Residence,0,1
560,Orange,2300,1262 ANGELINE AVE,32807,119500,40567,3,2,0,1592,1976,Private,Single Family Residence,1,1
561,Orange,1050,916 GOVERNORS AVE,32808,86600,33475,3,1,0,1238,1955,None,Single Family Residence,0,1
562,Orange,1100,4548 LIGHTHOUSE CIR Unit#15,32808,86600,33475,2,2,0,1338,1982,None,Townhouse,0,0
563,Orange,1200,4813 ELKMONT RD Unit#Z,32808,86600,33475,3,2,0,1359,1965,None,Single Family Residence,0,1
564,Orange,1200,4507 ARCH ST,32808,86600,33475,3,1,1,1302,1959,None,Single Family Residence,0,1
565,Orange,1250,801 SUNNILAND DR,32808,86600,33475,3,1,0,1930,1955,None,Single Family Residence,0,1
566,Orange,1295,5220 VAN AKEN DR,32808,86600,33475,3,2,0,1223,1959,None,Single Family Residence,0,1
567,Orange,1300,4947 GOLF CLUB PKWY,32808,86600,33475,3,2,0,1354,1960,None,Single Family Residence,0,1
568,Orange,1300,5852 ELON DR,32808,86600,33475,3,2,0,1592,1975,None,Single Family Residence,0,1
569,Orange,1300,5346 CAMROSE CT,32808,86600,33475,3,1,1,1274,1977,None,Single Family Residence,0,1
570,Orange,1300,4945 CASSATT AVE,32808,86600,33475,3,1,1,1427,1959,None,Single Family Residence,0,1
571,Orange,1300,4218 SEYBOLD AVE,32808,86600,33475,3,2,0,1418,1958,None,Single Family Residence,0,1
572,Orange,1300,2807 WYNDHAM LN,32808,86600,33475,4,2,0,1541,1965,None,Single Family Residence,0,1
573,Orange,1300,2807 WYNDHAM LN,32808,86600,33475,4,2,0,1541,1965,None,Single Family Residence,0,1
574,Orange,1350,5005 DANNY BOY CIR,32808,86600,33475,3,2,0,1612,1959,None,Single Family Residence,0,1
575,Orange,1350,4706 ROBBINS AVE,32808,86600,33475,4,2,1,1350,1959,None,Single Family Residence,0,1
576,Orange,1400,3907 ROBBINS AVE,32808,86600,33475,3,2,0,1368,1958,None,Single Family Residence,0,1
577,Orange,1435,5406 BRITAN DR,32808,86600,33475,4,2,0,1679,1988,None,Single Family Residence,0,1
578,Orange,1475,4400 DUNWOODY PL Unit#1,32808,86600,33475,2,2,1,1432,1984,None,Townhouse,0,0
579,Orange,1495,5510 GLEN LAKE LN,32808,86600,33475,3,2,0,1230,2014,None,Single Family Residence,0,1
580,Orange,1550,905 ALECON DR,32808,86600,33475,3,2,0,1287,1955,None,Single Family Residence,0,1
581,Orange,1575,3458 SENECA CLUB LOOP Unit#102 (B),32808,86600,33475,3,2,1,1540,2018,None,Townhouse,0,0
582,Orange,1600,5713 PERRINE DR,32808,86600,33475,3,2,0,1574,1958,Private,Single Family Residence,1,1
583,Orange,1600,3458 SENECA CLUB LOOP Unit#55-103,32808,86600,33475,3,2,1,1732,2018,None,Townhouse,0,0
584,Orange,1600,3728 KITTY HAWK AVE,32808,86600,33475,4,2,0,1452,1973,None,Single Family Residence,0,1
585,Orange,1300,3995 MACDONOUGH AVE,32809,128000,40114,3,2,0,1338,1973,None,Single Family Residence,0,1
586,Orange,1300,3995 MACDONOUGH AVE,32809,128000,40114,3,2,0,1338,1973,None,Single Family Residence,0,1
587,Orange,1350,1307 ARROWSMITH AVE,32809,128000,40114,3,2,0,1410,1959,None,Single Family Residence,0,1
588,Orange,1400,3995 MACDONOUGH AVE,32809,128000,40114,3,2,0,1338,1973,None,Single Family Residence,0,1
589,Orange,1400,3995 MACDONOUGH AVE,32809,128000,40114,3,2,0,1338,1973,None,Single Family Residence,0,1
590,Orange,1450,1801 BARBER RD,32809,128000,40114,4,2,0,1367,1957,None,Single Family Residence,0,1
591,Orange,1495,733 IBSEN AVE Unit#9,32809,128000,40114,3,2,0,1538,1969,None,Single Family Residence,0,1
592,Orange,1575,6619 PRECOURT DR,32809,128000,40114,3,2,0,1688,1967,Private,Single Family Residence,1,1
593,Orange,1649,213 W BUCHANON AVE,32809,128000,40114,4,2,0,1718,1958,None,Single Family Residence,0,1
594,Orange,1695,1409 WALTHAM AVE,32809,128000,40114,3,2,0,1597,1965,None,Single Family Residence,0,1
595,Orange,1700,1613 STAFFORD DR,32809,128000,40114,3,2,0,1734,1981,None,Single Family Residence,0,1
596,Orange,1325,5434 MUSTANG WAY,32810,108900,44526,3,2,0,1232,1989,None,Single Family Residence,0,1
597,Orange,1350,5618 PINEROCK RD,32810,108900,44526,3,1,1,1325,1971,Community,Single Family Residence,1,1
598,Orange,1350,3851 CLUBSIDE POINTE DR,32810,108900,44526,3,2,1,1255,2006,Community,Townhouse,1,0
599,Orange,1350,3430 JUJUBE DR,32810,108900,44526,3,2,0,1295,1984,None,Single Family Residence,0,1
600,Orange,1350,1063 HENRY BALCH DR,32810,108900,44526,3,1,1,1255,1971,None,Single Family Residence,0,1
601,Orange,1375,6120 BROOKHILL CIR,32810,108900,44526,3,2,0,1461,1993,None,Single Family Residence,0,1
602,Orange,1395,5550 NEW CAMBRIDGE RD,32810,108900,44526,3,2,0,1292,1998,None,Single Family Residence,0,1
603,Orange,1400,6705 WESTLAKE BLVD,32810,108900,44526,3,2,0,1506,1999,None,Single Family Residence,0,1
604,Orange,1495,5532 STULL AVE,32810,108900,44526,3,2,0,1680,1963,None,Single Family Residence,0,1
605,Orange,1500,5406 REATA WAY,32810,108900,44526,4,2,1,1389,2002,None,Single Family Residence,0,1
606,Orange,1525,6025 GRAND COULEE RD,32810,108900,44526,3,2,1,1610,1987,None,Single Family Residence,0,1
607,Orange,1550,5729 EGGLESTON AVE,32810,108900,44526,3,2,0,1612,1962,Community,Single Family Residence,1,1
608,Orange,1617,3010 NEEDLES DR,32810,108900,44526,3,2,0,1746,1962,Private,Single Family Residence,1,1
609,Orange,1650,7733 EDEN PARK RD,32810,108900,44526,3,2,0,1643,2012,None,Single Family Residence,0,1
610,Orange,1650,6838 MERGANSER DR,32810,108900,44526,4,2,0,1726,1988,None,Single Family Residence,0,1
611,Orange,1650,6711 KING RAIL CT,32810,108900,44526,4,2,0,1965,1998,None,Single Family Residence,0,1
612,Orange,1695,1410 BALTIMORE DR,32810,108900,44526,4,2,0,1490,1959,None,Single Family Residence,0,1
613,Orange,1900,4654 PARK EDEN CIR,32810,108900,44526,3,2,0,1948,2001,None,Single Family Residence,0,1
614,Orange,1995,4213 OLD TRAFFORD WAY,32810,108900,44526,3,2,1,1915,1999,Private,Single Family Residence,1,1
615,Orange,1100,5017 ELESE ST,32811,83000,35374,3,2,0,1264,1970,None,Single Family Residence,0,1
616,Orange,1200,402 HOPE CIR,32811,83000,35374,3,2,0,1356,1958,None,Single Family Residence,0,1
617,Orange,1200,5461 WOOD CROSSING ST,32811,83000,35374,4,2,0,1440,2000,None,Single Family Residence,0,1
618,Orange,1200,5477 EUGENIA CT,32811,83000,35374,4,1,1,1365,1973,None,Single Family Residence,0,1
619,Orange,1250,743 PALMERA ST,32811,83000,35374,4,2,0,1228,2003,None,Single Family Residence,0,1
620,Orange,1295,1662 WILLIE MAYS PKWY,32811,83000,35374,4,2,0,1581,1966,None,Single Family Residence,0,1
621,Orange,1300,4841 WALDEN CIR Unit#13,32811,83000,35374,2,2,1,1228,1987,Community,Townhouse,1,0
622,Orange,1300,4299 LAKE RICHMOND DR,32811,83000,35374,3,2,0,1540,1969,None,Single Family Residence,0,1
623,Orange,1300,1841 RAVENALL AVE,32811,83000,35374,4,1,1,1250,1970,None,Single Family Residence,0,1
624,Orange,1350,5388 ELM CT Unit#359,32811,83000,35374,2,2,1,1285,1985,Community,Townhouse,1,0
625,Orange,1350,5283 CYPRESS CT Unit#725,32811,83000,35374,2,2,1,1285,1986,Community,Townhouse,1,0
626,Orange,1350,1480 KOZART CT,32811,83000,35374,4,1,1,1308,1969,None,Single Family Residence,0,1
627,Orange,1350,1304 CROYLE DR,32811,83000,35374,4,2,0,1273,1970,None,Single Family Residence,0,1
628,Orange,1395,1662 WILLIE MAYS PKWY,32811,83000,35374,4,2,0,1581,1966,None,Single Family Residence,0,1
629,Orange,1400,4849 WALDEN CIR Unit#17,32811,83000,35374,2,2,1,1228,1987,Community,Townhouse,1,0
630,Orange,1550,4627 PARMA CT,32811,83000,35374,4,2,0,1428,1971,None,Single Family Residence,0,1
631,Orange,2200,5065 DOVE TREE ST,32811,83000,35374,3,2,0,1755,2015,Community,Single Family Residence,1,1
632,Orange,2200,5205 NORTHLAWN WAY,32811,83000,35374,3,2,1,1603,2013,Community,Single Family Residence,1,1
633,Orange,1500,3099 GOLDEN VIEW LN Unit#3,32812,189600,47885,2,2,0,1425,1983,Community,Single Family Residence,1,1
634,Orange,1500,1833 GADSEN BLVD,32812,189600,47885,3,2,0,1352,1988,None,Single Family Residence,0,1
635,Orange,1500,5427 PULLMAN DR,32812,189600,47885,3,2,0,1311,1986,None,Single Family Residence,0,1
636,Orange,1595,4514 GILPIN WAY Unit#NO,32812,189600,47885,3,2,0,1500,1961,None,Single Family Residence,0,1
637,Orange,1600,2210 COACH HOUSE BLVD Unit#6,32812,189600,47885,3,2,1,1567,1986,None,Townhouse,0,0
638,Orange,1640,1948 BEL AIR AVE,32812,189600,47885,3,2,0,1566,1977,None,Single Family Residence,0,1
639,Orange,1660,1948 BEL AIR AVE,32812,189600,47885,3,2,0,1566,1977,None,Single Family Residence,0,1
640,Orange,1695,1700 EDMUNDSHIRE RD,32812,189600,47885,4,2,0,1353,1958,Private,Single Family Residence,1,1
641,Orange,1700,3843 BRANDY ST,32812,189600,47885,3,2,1,1477,1990,None,Single Family Residence,0,1
642,Orange,1700,4543 IRONSTONE CIR,32812,189600,47885,3,2,0,1589,1983,None,Single Family Residence,0,1
643,Orange,1750,4541 LORING PL,32812,189600,47885,4,2,0,1715,1960,None,Single Family Residence,0,1
644,Orange,1850,3608 SICKLE ST,32812,189600,47885,3,2,0,1637,1998,None,Single Family Residence,0,1
645,Orange,2050,4518 LONGWORTH DR,32812,189600,47885,3,2,0,1232,1960,None,Single Family Residence,0,1
646,Orange,2285,5048 JETSAIL DR,32812,189600,47885,3,2,0,1872,1999,Private,Single Family Residence,1,1
647,Orange,2295,3628 OAKVIEW DR,32812,189600,47885,4,2,0,1916,1969,None,Single Family Residence,0,1
648,Orange,1885,4264 CENTERGATE LN Unit#102,32814,425300,96818,2,2,0,1214,2003,Community,Townhouse,1,0
649,Orange,1905,906 FERN AVE Unit#102,32814,425300,96818,2,2,0,1214,2003,Community,Townhouse,1,0
650,Orange,1950,906 FERN AVE Unit#101,32814,425300,96818,2,2,0,1214,2003,Community,Townhouse,1,0
651,Orange,1960,4251 FOX ST Unit#106,32814,425300,96818,2,2,0,1214,2003,Community,Townhouse,1,0
652,Orange,1965,4237 ANSON LN Unit#104,32814,425300,96818,2,2,0,1214,2003,Community,Townhouse,1,0
653,Orange,2000,5354 PENWAY DR,32814,425300,96818,3,2,0,1529,2006,None,Single Family Residence,0,1
654,Orange,2045,954 FERN AVE Unit#102,32814,425300,96818,2,2,0,1214,2003,Community,Townhouse,1,0
655,Orange,2195,954 FERN AVE Unit#101,32814,425300,96818,3,2,0,1423,2003,Community,Townhouse,1,0
656,Orange,2220,4251 FOX ST Unit#107,32814,425300,96818,3,2,0,1423,2003,Community,Townhouse,1,0
657,Orange,2225,930 FERN AVE,32814,425300,96818,3,2,1,1680,2003,Community,Townhouse,1,0
658,Orange,2280,4230 ENDERS ST Unit#103,32814,425300,96818,3,2,0,1423,2003,Community,Townhouse,1,0
659,Orange,2340,4224 ANSON LN Unit#101,32814,425300,96818,3,2,0,1423,2003,Community,Townhouse,1,0
660,Orange,2345,946 FERN ST Unit#103,32814,425300,96818,3,2,0,1423,2003,Community,Townhouse,1,0
661,Orange,2350,3042 STANFIELD AVE,32814,425300,96818,3,2,0,1493,2008,Community,Single Family Residence,1,1
662,Orange,2400,2915 UPPER PARK RD,32814,425300,96818,3,2,1,1650,2005,Community,Townhouse,1,0
663,Orange,2400,3743 ETHAN LN Unit#4,32814,425300,96818,3,2,1,1632,2005,Community,Townhouse,1,0
664,Orange,2400,1519 LAKE BALDWIN LN Unit#A,32814,425300,96818,3,2,1,2000,2006,Community,Townhouse,1,0
665,Orange,2400,1560 LAKE BALDWIN LN Unit#A,32814,425300,96818,3,2,1,2000,2006,Community,Townhouse,1,0
666,Orange,2450,4251 FOX ST Unit#101,32814,425300,96818,3,2,0,1423,2003,Community,Townhouse,1,0
667,Orange,2500,913 FERN AVE Unit#913,32814,425300,96818,3,2,1,1848,2004,Community,Townhouse,1,0
668,Orange,3250,1539 HANKS AVE,32814,425300,96818,4,2,1,1920,2006,None,Single Family Residence,0,1
669,Orange,3300,4543 VIRGINIA DR,32814,425300,96818,3,3,1,1895,2005,Community,Townhouse,1,0
670,Orange,1500,10984 PINEWOOD COVE LN,32817,176900,53357,3,2,0,1255,2003,None,Single Family Residence,0,1
671,Orange,1500,8419 PAMLICO ST Unit#4,32817,176900,53357,3,2,0,1473,1979,None,Single Family Residence,0,1
672,Orange,1500,9859 BALMORAL CIR,32817,176900,53357,3,2,0,1234,1985,None,Single Family Residence,0,1
673,Orange,1550,10031 ARBOR RIDGE TRL Unit#2,32817,176900,53357,3,2,0,1241,1977,None,Single Family Residence,0,1
674,Orange,1550,10253 WILLOWEMAC CT,32817,176900,53357,3,2,0,1432,1992,None,Single Family Residence,0,1
675,Orange,1570,4721 SUNTREE BLVD,32817,176900,53357,3,2,0,1249,1990,None,Single Family Residence,0,1
676,Orange,1575,2009 RIVER PARK BLVD,32817,176900,53357,3,2,0,1450,1993,None,Single Family Residence,0,1
677,Orange,1600,8891 BUTTERNUT BLVD,32817,176900,53357,3,2,0,1969,1978,Private,Single Family Residence,1,1
678,Orange,1600,2912 DELCREST DR,32817,176900,53357,3,2,0,1243,1992,None,Single Family Residence,0,1
679,Orange,1600,4406 SUNTREE BLVD,32817,176900,53357,3,2,0,1370,1985,None,Single Family Residence,0,1
680,Orange,1650,10521 CASPAR CT,32817,176900,53357,3,2,0,1640,1996,Community,Single Family Residence,1,1
681,Orange,1665,8220 PORT SAID ST,32817,176900,53357,4,2,0,1532,1978,None,Single Family Residence,0,1
682,Orange,1665,8220 PORT SAID ST,32817,176900,53357,4,2,0,1532,1978,None,Single Family Residence,0,1
683,Orange,1665,8220 PORT SAID ST,32817,176900,53357,4,2,0,1532,1978,None,Single Family Residence,0,1
684,Orange,1695,10807 HARKWOOD BLVD,32817,176900,53357,3,2,0,1569,1990,Community,Single Family Residence,1,1
685,Orange,1705,3743 VALENCIA GROVE LN,32817,176900,53357,3,2,0,1251,1986,None,Single Family Residence,0,1
686,Orange,1750,4315 SANDHURST DR Unit#4,32817,176900,53357,3,2,0,1444,1989,None,Single Family Residence,0,1
687,Orange,1750,3705 CAPETOWN DR,32817,176900,53357,4,2,0,1421,1978,None,Single Family Residence,0,1
688,Orange,1775,10273 RIVERS TRAIL DR,32817,176900,53357,3,2,0,1743,1998,None,Single Family Residence,0,1
689,Orange,1800,1802 CRESCENT BLVD,32817,176900,53357,3,2,0,1905,1978,None,Single Family Residence,0,1
690,Orange,1800,2832 RIVERS END RD,32817,176900,53357,4,2,0,1956,1998,None,Single Family Residence,0,1
691,Orange,1800,3534 CIRQUE CIR,32817,176900,53357,4,2,0,1851,1988,None,Single Family Residence,0,1
692,Orange,1820,9619 BANDELIER DR Unit#2,32817,176900,53357,3,2,0,1494,1988,None,Single Family Residence,0,1
693,Orange,2000,3018 LAKEWOOD POINTE DR,32817,176900,53357,4,2,0,1920,2006,None,Single Family Residence,0,1
694,Orange,1250,7066 DRURY LN,32818,141100,43079,3,2,0,1530,1987,None,Single Family Residence,0,1
695,Orange,1250,3650 TRIANON DR Unit#2,32818,141100,43079,3,2,0,1296,1972,None,Single Family Residence,0,1
696,Orange,1300,7360 LAZY HILL DR Unit#4,32818,141100,43079,3,2,0,1352,1986,None,Single Family Residence,0,1
697,Orange,1300,5324 BROKEN PINE CIR,32818,141100,43079,3,2,0,1252,1983,None,Single Family Residence,0,1
698,Orange,1375,6832 GALLE CT,32818,141100,43079,3,2,0,1607,1984,None,Single Family Residence,0,1
699,Orange,1390,8061 WINDY HILL WAY,32818,141100,43079,3,2,0,1628,1987,None,Single Family Residence,0,1
700,Orange,1395,2204 OWASSO CT,32818,141100,43079,3,2,0,1743,1958,None,Single Family Residence,0,1
701,Orange,1400,7413 COUNTRY RUN PKWY,32818,141100,43079,3,2,0,1651,2003,None,Single Family Residence,0,1
702,Orange,1400,6651 MERITMOOR CIR,32818,141100,43079,3,2,0,1556,1990,None,Single Family Residence,0,1
703,Orange,1400,6809 COLONY OAKS LN,32818,141100,43079,3,2,0,1324,1987,None,Single Family Residence,0,1
704,Orange,1450,3616 HIGHMOOR CT,32818,141100,43079,3,2,0,1371,1988,None,Single Family Residence,0,1
705,Orange,1475,6505 AMBASSADOR DR,32818,141100,43079,3,2,1,1740,1964,None,Single Family Residence,0,1
706,Orange,1495,3738 WATEROAKS DR Unit#4,32818,141100,43079,4,2,0,1581,1976,None,Single Family Residence,0,1
707,Orange,1500,8534 SUNSPRITE CT Unit#NO,32818,141100,43079,3,2,0,1835,1997,None,Single Family Residence,0,1
708,Orange,1500,3408 LEEMOORE PL,32818,141100,43079,3,2,0,1700,1961,None,Single Family Residence,0,1
709,Orange,1500,7031 HENNEPIN BLVD,32818,141100,43079,3,2,0,1518,1974,None,Single Family Residence,0,1
710,Orange,1500,1604 ST LAWRENCE ST,32818,141100,43079,3,2,0,1590,1983,None,Single Family Residence,0,1
711,Orange,1545,7433 PENRILL CT,32818,141100,43079,4,2,0,1731,2006,None,Single Family Residence,0,1
712,Orange,1575,7538 COUNTRY RUN PKWY Unit#1,32818,141100,43079,3,2,0,1551,2004,None,Single Family Residence,0,1
713,Orange,1585,8066 STIRRUPWOOD CT,32818,141100,43079,3,2,0,1575,1993,None,Single Family Residence,0,1
714,Orange,1600,4419 MIDDLEBURG CT,32818,141100,43079,3,2,0,1700,2000,None,Single Family Residence,0,1
715,Orange,1600,1826 FLORENCE VISTA BLVD,32818,141100,43079,3,2,0,1898,2000,None,Single Family Residence,0,1
716,Orange,1665,1644 LAMPLIGHTER WAY,32818,141100,43079,4,2,1,1672,2001,None,Single Family Residence,0,1
717,Orange,1700,5627 BRECKENRIDGE CIR,32818,141100,43079,3,2,0,1574,1986,None,Single Family Residence,0,1
